row,subject_area,freq
4040,Genetic interactions,1
4041,Genetic interference,1
4042,Genetic linkage,1
4043,Genetic load,1
4044,Genetic loci,1
4045,Genetic mapping,1
4047,Genetic oscillators,1
4049,Genetic predisposition,1
4051,Genetic screens,1
4052,Genetic suppression,1
4058,Genetically modified foods,1
4061,Genetics,1
4062,Genetics of disease,1
4065,Genital disc,1
4066,Genitalia development,1
4067,Genitourinary cancers,1
4069,Genitourinary infections,1
4070,Genitourinary tract tumors,1
4085,Genomic medicine,1
4086,Genomic signal processing,1
4087,Genomics,1
4090,Genta staining,1
4091,Gentian,1
4092,Geobotany,1
4094,Geochronology,1
4096,Geodesics,1
4097,Geodesy,1
4099,Geoglossomycetes,1
4100,Geographic and national differences,1
4102,Geographic areas,1
4103,Geographic distribution,1
4105,Geographical hydrology,1
4106,Geographical locations,1
4107,Geographical regions,1
4108,Geography,1
4110,Geologic time,1
4111,Geological engineering,1
4112,Geological facies,1
4113,Geological oceanography,1
4114,Geological surveys,1
4115,Geological units,1
4116,Geology,1
4118,Geometry,1
4119,Geomorphology,1
4123,Georgia (United States),1
4125,Geotechnical engineering,1
4126,Geotrichosis,1
4128,Geriatric cardiology,1
4129,Geriatric nephrology,1
4130,Geriatric ophthalmology,1
4131,Geriatric urology,1
4132,Geriatrics,1
4133,Germ cell cancer,1
4134,Germ cells,1
4135,German people,1
4136,Germanium,1
4137,Germany,1
4138,Germline mutation,1
4140,Gestational diabetes,1
4141,Ghana,1
4142,Ghon's complex,1
4143,Ghostwriting in medical journals,1
4144,Ghrelin,1
4145,Giant cells,1
4146,Giant pandas,1
4147,Giardia,1
4148,Giardia lamblia,1
4151,Gibbs free energy,1
4152,Giemsa staining,1
4153,Gigantism,1
4155,Gingival abscesses,1
4156,Gingivoplasy,1
4157,Glaciers,1
4158,Glaciology,1
4159,Gland development,1
4160,Glanders,1
4161,Glass,1
4162,Glass science,1
4163,Glass-ceramic materials,1
4164,Glaucoma,1
4165,Glial cells,1
4166,Glioblastoma cells,1
4169,Glioma cells,1
4171,Global health,1
4172,Globins,1
4173,Globular proteins,1
4174,Globulins,1
4178,Glomerulonephritis,1
4179,Glossina,1
4182,Glucans,1
4183,Glucocorticoid therapy,1
4185,Glucose intolerance,1
4186,Glucose metabolism,1
4187,Glucose signaling,1
4188,Glucose tolerance,1
4189,Glucose tolerance tests,1
4190,Glucose-6-phosphate dehydrogenase deficiency,1
4191,Glumes,1
4192,Gluons,1
4197,Glutaraldehyde fixation,1
4198,Glutathione,1
4199,Glutathione chromatography,1
4200,Glutathione S-transferase assay,1
4201,Gluten,1
4202,Glycation,1
4203,Glycerides,1
4204,Glycerol,1
4205,Glycerolization,1
4207,Glycobiology,1
4208,Glycocalyx,1
4210,Glycogens,1
4213,Glycolipids,1
4214,Glycols,1
4215,Glycolysis,1
4216,Glycophorins,1
4217,Glycoproteins,1
4220,Glycosylamines,1
4221,Glycosylation,1
4223,Gnathostomiasis,1
4224,GnRH stimulation test,1
4225,Goats,1
4226,Gold,1
4227,Gold alloys,1
4228,Goldfish,1
4230,Golgi cells,1
4231,Gomori's trichrome staining,1
4232,Gonadectomy,1
4233,Gonadotropins,1
4238,Gorillas,1
4240,Government funding of science,1
4241,Government laboratories,1
4242,Government spending and taxation,1
4243,Governments,1
4244,Graduates,1
4245,Graft survival,1
4246,Grain structure,1
4247,Gram negative bacteria,1
4248,Gram positive bacteria,1
4249,Gram staining,1
4250,Grammar,1
4251,Granular cells,1
4253,Granule cells,1
4254,Granule enzyme exocytosis assay,1
4256,Granuloma inguinale,1
4260,Grapevine,1
4263,Graphics pipelines,1
4264,Graphite,1
4265,Graphs,1
4266,Grasses,1
4267,Grasshoppers,1
4270,Gravimetric analysis,1
4271,Gravitation,1
4275,Grayscale,1
4276,Grazing,1
4277,Greece,1
4278,Greek people,1
4280,Green fluorescent protein,1
4281,Green revolution,1
4283,Greenough microscopy,1
4284,Grenada,1
4285,Grotthuss-Draper law,1
4286,Ground state,1
4287,Group A streptococcal infection,1
4289,Group B streptococcal infection,1
4295,Group-specific staining,1
4296,Grouse,1
4297,Growth control,1
4300,Growth restriction,1
4302,GTP hydrolysis,1
4303,GTPase signaling,1
4304,Guadeloupe,1
4305,Guam,1
4307,Guanidination,1
4308,Guanidines,1
4309,Guanine,1
4310,Guanine nucleotide exchange factors,1
4311,Guanosine,1
4313,Guatemala,1
4314,Guinea,1
4316,Guinea-Bissau,1
4317,Gujarati people,1
4318,Gulf of Alaska,1
4319,Gulf of Mexico,1
4320,Gulf War syndrome,1
4321,Gulfs,1
4322,Gulls,1
4324,Gut bacteria,1
4325,Gut development,1
4326,Guyana,1
4328,Gymnosperms,1
4329,Gynecologic cancers,1
4330,Gynecologic diseases,1
4331,Gynecologic infections,1
4332,Gynecologic surgery,1
4333,Gynecological tumors,1
4334,Gynoecium,1
4335,GZIN staining,1
4336,H1N1,1
4337,H5N1,1
4338,Habitability,1
4339,Habitats,1
4341,Hadean eon,1
4342,Hadrons,1
4343,Haemophilus,1
4344,Haemophilus aegyptius,1
4347,Haemoproteus,1
4348,Hafnium,1
4349,Hagfish,1
4351,Hair and nail diseases,1
4354,Hair replacement,1
4356,Haiti,1
4357,Half-cells,1
4359,Hallucinogens,1
4360,Halobacterium,1
4361,Halogenation,1
4364,Hamster test,1
4365,Hamster zona-free ovum test,1
4366,Hamsters,1
4367,Han Chinese,1
4368,Hand strength,1
4369,Hand surgery,1
4370,"Hand, foot and mouth disease",1
4373,Hantavirus pulmonary syndrome,1
4375,Haploinsufficiency,1
4376,Haplontic life cycle,1
4379,Haptoglobins,1
4380,Harrod-Domar model,1
4382,Hassium,1
4384,Hazardous materials,1
4385,Hazardous wastes,1
4386,HCV-associated rheumatic disease,1
4388,Head and neck cancers,1
4390,Head and neck tumors,1
4391,Head injury,1
4394,Headaches,1
4395,Headphones,1
4396,Heads of state,1
4397,Health care,1
4398,Health care facilities,1
4399,Health care policy,1
4400,Health care policy reports,1
4401,Health care providers,1
4402,Health care quality,1
4405,Health education and awareness,1
4407,Health informatics,1
4409,Health promotion,1
4410,Health risk analysis,1
4411,Health screening,1
4412,Health services administration and management,1
4413,Health services research,1
4414,Health statistics,1
4415,Health surveys,1
4416,Health systems strengthening,1
4417,Healthcare-associated infections,1
4419,Hearing disorders,1
4421,Heart development,1
4422,Heart failure,1
4423,Heart rate,1
4426,Heartwood and sapwood,1
4432,Heat shock response,1
4433,Heat treatment,1
4434,Heavy atom phasing,1
4436,Heckscher-Ohlin model,1
4437,Heckscher-Ohlin theory,1
4438,Hedgehog signaling,1
4439,Hedgehogs,1
4440,HEK 293 cells,1
4441,HeLa cells,1
4442,Helicobacter,1
4444,Helicobacter pylori infection,1
4446,Helium,1
4447,Helmholtz free energy,1
4448,Helminth infections,1
4450,Helminthology,1
4451,Helminths,1
4452,Hemagglutination,1
4453,Hemagglutination inhibition test,1
4455,Hemangioblasts,1
4456,Hemangiosarcoma,1
4458,Hematocytometry,1
4460,Hematology,1
4461,Hematopathology,1
4462,Hematopoiesis,1
4463,Hematopoietic development,1
4464,Hematopoietic growth factors,1
4465,Hematopoietic progenitor cells,1
4467,Hematopoietic stem cells,1
4469,Hematoxylin staining,1
4470,Heme,1
4471,Heme synthesis,1
4474,Hemiptera,1
4475,Hemispherectomy,1
4476,Hemizona assay,1
4477,Hemochromatosis,1
4479,Hemodilution,1
4480,Hemodynamics,1
4482,Hemoglobin,1
4483,Hemoglobinopathies,1
4484,Hemolytic anemia,1
4485,Hemolytic plaque assay,1
4486,Hemolytic-uremic syndrome,1
4488,Hemophilia A,1
4489,Hemophilia B,1
4490,Hemoproteins,1
4493,Hemorrhagic fever with renal syndrome,1
4495,Hemorrhagic smallpox,1
4496,Hemorrhagic stroke,1
4497,Hemorrhoids,1
4498,Hemostasis,1
4499,Hemostatics,1
4500,Hemp,1
4502,Henipavirus,1
4504,Hepadnaviruses,1
4505,Heparin,1
4506,Heparin chromatography,1
4507,Heparin-induced thrombocytopenia,1
4508,Hepatectomy,1
4510,Hepatitis,1
4517,Hepatitis delta,1
4519,Hepatitis E,1
4526,Hepatoma cells,1
4529,Heptanes,1
4530,Herbal medicine,1
4531,Herbicides,1
4533,Herbs,1
4534,Hereditary nonpolyposis colorectal cancer,1
4535,Heredity,1
4536,Hernia,1
4537,Heroin,1
4544,Heterocycle structures,1
4549,Heterogeneous catalysts,1
4550,Heterogeneous mixtures,1
4551,Heteronuclear single quantum coherence spectroscopy,1
4552,Heteropolysaccharides,1
4554,Heterosexuals,1
4555,Heterosis,1
4557,Heterozygosity,1
4559,Hexanes,1
4560,Hexaploidy,1
4565,Hidden Markov models,1
4566,Hierarchical materials,1
4567,Higgs bosons,1
4568,High extinction microscopy,1
4569,High level languages,1
4570,High performance field emission scanning electron microscopy,1
4571,High performance liquid chromatography,1
4572,High pressure,1
4574,High resolution electron microscopy,1
4575,High resolution transmission electron microscopy,1
4576,High temperature structural materials,1
4579,High voltage transmission electron microscopy,1
4580,High-dose chemotherapy,1
4581,High-energy physics,1
4582,High-input farming,1
4583,High-pressure physics,1
4586,Hijacking,1
4588,Hindkowans,1
4589,Hinduism,1
4592,Hippocampal mossy fibers,1
4597,Hirt extraction,1
4598,Hispanic Americans,1
4599,Hispanic people,1
4605,Histochemistry and cytochemistry techniques,1
4606,Histocompatibility,1
4611,Histones,1
4612,Histopathology,1
4614,Histoplasmosis,1
4615,Historians,1
4616,Historical archaeology,1
4617,Historical geography,1
4618,Historical geology,1
4619,Historical linguistics,1
4620,History of medicine,1
4623,HIV clinical manifestations,1
4624,HIV diagnosis and management,1
4625,HIV drug discovery,1
4626,HIV epidemiology,1
4628,HIV infections,1
4629,HIV prevention,1
4630,HIV prevention pills,1
4633,HL60 cells,1
4634,Hmong people,1
4636,Holmium,1
4637,Holocene epoch,1
4638,Holocephali,1
4639,Holograms,1
4640,Holographic microscopy,1
4641,Holography,1
4644,Home education,1
4645,Homeobox,1
4646,Homeopathy,1
4649,Homicide,1
4650,Homing,1
4651,Homing behavior,1
4653,Homogeneous catalysts,1
4654,Homogeneous mixtures,1
4655,Homogenizing,1
4656,Homological algebra,1
4657,Homologous chromosomes,1
4661,Homosexuals,1
4663,Homozygosity,1
4665,Honduras,1
4667,Honey bees,1
4668,Hong Kong,1
4670,Hops,1
4672,Hormonal causes of cancer,1
4673,Hormonal therapy,1
4674,Hormone bioassays,1
4675,Hormone receptor signaling,1
4676,Hormone replacement therapy,1
4679,Hormones,1
4680,Horns (anatomy),1
4683,Horses,1
4684,Horticulture,1
4686,Hospitalizations,1
4687,Hospitals,1
4689,Host cells,1
4690,Host restricted organisms,1
4691,Host-pathogen interactions,1
4692,Hot atom chemistry,1
4693,Hot isostatic pressing,1
4694,Hot pressing,1
4695,Hot-tub folliculitis,1
4696,Household economics,1
4706,HT1080 cells,1
4707,HT29 cells,1
4709,Hughes press disruption,1
4710,Human biopsy cell culture,1
4711,Human blood cells,1
4712,Human bocavirus infection,1
4713,Human capital,1
4716,Human evolution,1
4717,Human ewingii ehrlichiosis,1
4718,Human factors engineering,1
4719,Human families,1
4720,Human ferritin,1
4721,Human fertilization,1
4722,Human genetics,1
4723,Human genomics,1
4725,Human granulocytic anaplasmosis,1
4729,Human metapneumovirus infection,1
4730,Human monocytic ehrlichiosis,1
4731,Human monocytotropic ehrlichiosis,1
4735,Human parainfluenza virus infection,1
4738,Human pheromones,1
4741,Human speciation,1
4743,Humidity,1
4747,Hungary,1
4748,Hunting behavior,1
4750,Hurricanes,1
4751,Hybrid computing,1
4752,Hybrid speciation,1
4753,Hybridization,1
4754,Hybridomas,1
4755,Hybrids (biology),1
4756,Hydathodes,1
4757,Hydatidiform mole,1
4759,Hydrates,1
4760,Hydrazide chromatography,1
4761,Hydrides,1
4762,Hydrocarbons,1
4763,Hydrocele,1
4764,Hydrocephalus,1
4765,Hydrochloric acid,1
4768,Hydrodynamics,1
4769,Hydroelectric power,1
4770,Hydrogen,1
4771,Hydrogen bonding,1
4772,Hydrogen forward scattering spectrometry,1
4773,Hydrogen peroxide,1
4774,Hydrogen storage,1
4776,Hydrogen-ion concentration,1
4778,Hydrography,1
4780,Hydrology,1
4781,Hydrolysis,1
4782,Hydrometallurgy,1
4783,Hydroperoxide,1
4784,Hydrophobic carbonic anhydrase inhibitor synthesis,1
4785,Hydrophobic interaction chromatography,1
4786,Hydrosphere,1
4787,Hydrostatic pressure,1
4788,Hydrothermal vents,1
4790,Hydroxides,1
4793,Hydroxylation,1
4794,Hygiene,1
4795,Hymenolepiasis,1
4796,Hymenoptera,1
4797,Hyperalgesia,1
4798,Hypercapnia,1
4799,Hypercholesterolemia,1
4801,Hypergammaglobulinemia,1
4802,Hyperglycemia,1
4803,Hyperinsulinemia,1
4804,Hyperkeratosis,1
4805,Hyperlipidemia,1
4806,Hyperoxia,1
4811,Hypersomnia,1
4812,Hypertension,1
4814,Hypertensive retinopathy,1
4815,Hypertext,1
4816,Hyperthermia,1
4817,Hypertonic,1
4818,Hypochlorites,1
4820,Hypocoagulability,1
4823,Hypoglycemia,1
4824,Hypogonadism,1
4825,Hypophysectomy,1
4827,Hypotension,1
4830,Hypothermia,1
4832,Hypothyroidism,1
4833,Hypotonia,1
4834,Hypotonic,1
4835,Hypotonic solutions,1
4836,Hypoxia,1
4837,Hyraxes,1
4839,Ice cap,1
4840,Ice core,1
4841,Ice embedding,1
4842,Ice sheet,1
4843,Ice shelf,1
4844,Iceland,1
4846,Idaho,1
4848,Igneous facies,1
4849,Igneous geology,1
4850,Iguanas,1
4851,Ileostomy,1
4855,Illinois,1
4856,Image analysis,1
4857,Image cytometry,1
4858,Image processing,1
4859,Imaginal disc development,1
4860,Imaginal discs,1
4861,Imaging equipment,1
4862,Imaging techniques,1
4865,Imines,1
4866,Imitation,1
4867,Immediate early genes,1
4868,Immediate-early promoter,1
4876,Immune receptor signaling,1
4885,Immuno-separation,1
4886,Immunoassays,1
4890,Immunochemotherapy,1
4895,Immunodetection,1
4896,Immunodiffusion,1
4897,Immunoelectron microscopy,1
4898,Immunoelectrophoresis,1
4899,Immunofluorescence,1
4900,Immunofluorescence microscopy,1
4901,Immunofluorescence staining,1
4902,Immunoglobulin chromatography,1
4903,Immunoglobulin fragmentation,1
4904,Immunoglobulin genes,1
4905,Immunogold electron microscopy,1
4910,Immunologic techniques,1
4911,Immunological signaling,1
4913,Immunomagnetic separation,1
4917,Immunoprecipitation,1
4918,Immunoradiometric assay,1
4920,Immunostaining,1
4921,Immunosuppressives,1
4925,Imprinting (psychology),1
4928,In vitro fertilization,1
4929,In vitro kinase assay,1
4931,In vivo imaging,1
4932,In vivo radioligand binding,1
4933,Inborn errors of metabolism,1
4934,Inbred strains,1
4935,Inbreeding,1
4939,Income tax,1
4940,Incontinence,1
4941,Independent laboratories,1
4943,India,1
4944,Indian Ocean,1
4945,Indiana,1
4946,Indigenous Australians,1
4948,Indirect calorimetry,1
4949,Indirect costs,1
4951,Indium,1
4952,Indium alloys,1
4953,Individualized training,1
4956,Induced pluripotent stem cells,1
4958,Inductively coupled plasma emission spectroscopy,1
4962,Industrial engineering,1
4964,Industrial modernization,1
4965,Industrial organization,1
4966,Industrial preparedness,1
4967,Industrial processes,1
4969,Industrial research,1
4970,Industrial training,1
4971,Inelastic scattering,1
4972,Inelastic X-ray scattering,1
4973,Inertia,1
4974,Infants,1
4976,Infarction,1
4978,Infectious disease control,1
4983,Infectious diseases,1
4985,Infectious hepatitis,1
4988,Inferior petrosal sinus sampling,1
4990,Infertility,1
4992,Inflammatory arthritis,1
4993,Inflammatory bowel disease,1
4994,Inflammatory diseases,1
4995,Inflation rates,1
4996,Inflorescences,1
4997,Influenza,1
5002,Infographics,1
5003,Information architecture,1
5004,Information centers,1
5005,Information economics,1
5006,Information processing,1
5007,Information retrieval,1
5008,Information storage and retrieval,1
5009,Information technology,1
5010,Information theory,1
5011,Infrared astronomy,1
5012,Infrared radiation,1
5013,Infrared spectrophotometry,1
5014,Infrared spectroscopy,1
5018,Inhalation chemotherapy,1
5019,Inherited eye disorders,1
5020,Inherited metabolic disorders,1
5022,Inlets,1
5025,Inner hair cells,1
5027,Inorganic chemistry,1
5029,Inorganic reactions,1
5030,Inosine,1
5031,Inpatients,1
5032,Insaturation measurement,1
5035,Insect pests,1
5038,Insect vectors,1
5039,Insecticides,1
5040,Insectivora,1
5041,Insects,1
5042,Insemination,1
5043,Insertion mutation,1
5045,Insolation,1
5046,Insomnia,1
5047,Instinct,1
5048,Institutional funding of science,1
5049,Institutional repositories,1
5050,Instruction pipelines,1
5051,Instructors,1
5054,Instrumentation,1
5056,Insulators,1
5061,Insulin signaling cascade,1
5063,Insulin-dependent signal transduction,1
5065,Insulinoma,1
5066,Insulitis,1
5067,Insurance,1
5068,Insurance markets,1
5069,Integral membrane proteins,1
5070,Integrals,1
5071,Integrated control,1
5073,Integrators (electronics),1
5076,Intellectual property,1
5079,Intensive care units,1
5080,Intercropping,1
5082,Interdisciplinary physics,1
5085,Interference microscopy,1
5086,Interferons,1
5087,Intergalactic spaceflight,1
5089,Intermediate filaments,1
5090,Intermetallics,1
5092,Internal combustion engines,1
5093,Internal ribosome entry site,1
5094,Internalization assay,1
5095,International relations,1
5096,International trade,1
5097,Internet,1
5098,Interneurons,1
5099,Internexin,1
5100,Internodes,1
5102,Interplanetary magnetic field,1
5103,Interplanetary spaceflight,1
5104,Interpolation,1
5105,Interspersed repeats,1
5107,Interstellar spaceflight,1
5109,Interstitial lung diseases,1
5110,Interventional cardiology,1
5111,Interventional radiology,1
5112,Intestinal parasites,1
5114,Intimate partner violence,1
5116,Intraarterial embolization,1
5117,Intracellular membranes,1
5118,Intracellular pathogens,1
5122,Intracranial melanomas,1
5124,Intradermal injections,1
5126,Intramuscular injections,1
5127,Intranasal administration,1
5130,Intraocular lens implantation,1
5132,Intrapancreatic phosphorus-32 injection,1
5133,Intraperitoneal injections,1
5136,Intravenous injections,1
5137,Intrinsically disordered proteins,1
5138,Introgression,1
5140,Intubation,1
5142,Inuit people,1
5143,Inupiat people,1
5146,Invasive species,1
5147,Invasive tumors,1
5149,Inverse-detected proton-nitrogen-15 NMR spectroscopy,1
5150,Inversions,1
5151,Invertebrate genetics,1
5152,Invertebrate genomics,1
5154,Invertebrate physiology,1
5155,Invertebrates,1
5156,Inverted microscopy,1
5159,Iodides,1
5160,Iodine,1
5164,Ion exchange,1
5165,Ion exchange chromatography,1
5166,Ion sources,1
5168,Ion-specific assays,1
5169,Ion-specific electrode assays,1
5170,Ion-specific fluorometric techniques,1
5173,Ionic crystals,1
5174,Ionic current,1
5175,Ionization,1
5176,Ionizing radiation,1
5177,Ionophores,1
5180,Ions,1
5181,Iontophoresis,1
5182,Iowa,1
5183,Iran,1
5184,Iraq,1
5185,Ireland,1
5186,Iridium,1
5188,Irish people,1
5189,Iron,1
5190,Iron alloys,1
5192,Iron deficiency anemia,1
5193,Iron oxides,1
5194,Irreversible inhibitors,1
5195,Irritable bowel syndrome,1
5196,Ischemia,1
5197,Ischemic stroke,1
5199,Islam,1
5200,Islands,1
5202,Isochromosomes,1
5204,Isoelectrofocusing,1
5205,Isolated atoms,1
5208,Isomerism,1
5211,Isomorphous replacement,1
5212,Isoniazid,1
5213,Isopods,1
5214,Isoprenoids,1
5215,Isoproterenol,1
5217,Isospora,1
5218,Isosporiasis,1
5219,Isothermal titration calorimetry,1
5220,Isotherms,1
5221,Isotonic,1
5222,Isotopes,1
5225,Israel,1
5226,Italian people,1
5227,Italy,1
5228,Ixodes,1
5229,Jaguars,1
5230,Jainism,1
5231,Jamaica,1
5232,Japan,1
5237,Javanese people,1
5240,Jejunostomy,1
5242,Jellyfish,1
5243,Jet engines,1
5244,Jews,1
5245,Jitter,1
5246,Job training,1
5247,Jobs,1
