row,code,subject_area,
14262,80.30.70.160.60,Microbeads,
14263,80.30.70.160.70,Nylons,
14264,80.30.70.160.80,Oligonucleotides,
14265,80.30.70.160.80.10,Antisense oligonucleotides,
14267,80.30.70.160.90,Peptidoglycans,
14268,80.30.70.160.100,Plexiglas,
14269,80.30.70.160.110,Polyacrylamides,
14270,80.30.70.160.120,Polycarbonates,
14271,80.30.70.160.130,Polyesters,
14272,80.30.70.160.140,Polyethylene,
14273,80.30.70.160.150,Polypropylene,
14274,80.30.70.160.160,Polystyrene,
14275,80.30.70.160.170,Polyurethanes,
14276,80.30.70.160.180,Polyvinyl chloride,
14277,80.30.70.160.190,Polyvinylidenes,
14278,80.30.70.160.200,Synthetic polymers,
14279,80.30.70.160.200.10,Peptide nucleic acids,
14280,80.30.70.160.210,Thermoplastics,
14281,80.30.70.160.220,Thermosetting polymers,
14282,80.30.70.170,Powders,
14283,80.30.70.180,Semiconductors,
14284,80.30.70.190,Sludge,
14285,80.30.70.200,Thin films,
14286,80.30.70.210,Zeolites,
14287,80.30.80,Materials characterization,
14288,80.30.90,Materials chemistry,
14289,80.30.100,Materials design,
14290,80.30.110,Materials physics,
14293,80.30.110.20,Material fatigue,
14294,80.30.110.20.10,Metal fatigue,
14295,80.30.110.30,Microstructure,
14296,80.30.110.40,Sedimentation,
14297,80.30.110.50,Turbidity,
14300,80.30.130,Metallurgy,
14301,80.30.130.10,Alloys,
14302,80.30.130.10.10,Aluminum alloys,
14303,80.30.130.10.20,Bismuth alloys,
14304,80.30.130.10.30,Brass,
14305,80.30.130.10.40,Cobalt alloys,
14306,80.30.130.10.50,Complex metallic alloys,
14307,80.30.130.10.60,Copper alloys,
14308,80.30.130.10.70,Ferroalloys,
14309,80.30.130.10.80,Gallium alloys,
14310,80.30.130.10.90,Gold alloys,
14311,80.30.130.10.100,Indium alloys,
14312,80.30.130.10.110,Iron alloys,
14313,80.30.130.10.120,Lead alloys,
14314,80.30.130.10.130,Magnesium alloys,
14315,80.30.130.10.140,Mercury alloys,
14316,80.30.130.10.150,Nickel alloys,
14317,80.30.130.10.160,Plutonium alloys,
14318,80.30.130.10.170,Potassium alloys,
14319,80.30.130.10.180,Rare earth alloys,
14320,80.30.130.10.190,Silver alloys,
14321,80.30.130.10.200,Soft magnetic alloys,
14322,80.30.130.10.210,Steel,
14323,80.30.130.10.210.10,Stainless steel,
14324,80.30.130.10.220,Tin alloys,
14325,80.30.130.10.230,Titanium alloys,
14326,80.30.130.10.240,Uranium alloys,
14327,80.30.130.10.250,Zinc alloys,
14328,80.30.130.20,Castings,
14329,80.30.130.30,Deoxidation,
14331,80.30.130.50,Eutectics,
14332,80.30.130.60,Fiber metallurgy,
14333,80.30.130.70,Grain structure,
14334,80.30.130.80,Hydrometallurgy,
14335,80.30.130.90,Kinematic hardening,
14337,80.30.130.110,Metallography,
14338,80.30.130.120,Metals,
14339,80.30.130.130,Metal segregation,
14340,80.30.130.140,Physical metallurgy,
14341,80.30.130.150,Powder metallurgy,
14342,80.30.130.160,Pyrometallurgy,
14343,80.30.140,Natural materials,
14344,80.30.150,Organic materials,
14346,80.30.150.20,Creosote,
14347,80.30.150.30,Petroleum,
14348,80.30.150.30.10,Petroleum products,
14349,80.30.150.30.10.10,Tar,
14350,80.30.150.40,Waxes,
14351,80.30.160,Raw materials,
14355,80.40,Mathematics,
14356,80.40.10,Algebra,
14357,80.40.10.10,Abstract algebra,
14358,80.40.10.20,Algebraic equations,
14359,80.40.10.30,Algebraic geometry,
14360,80.40.10.40,Algebraic structures,
14361,80.40.10.50,Algebraic topology,
14362,80.40.10.60,Field theory (mathematics),
14363,80.40.10.70,Homological algebra,
14364,80.40.10.80,Linear algebra,
14365,80.40.10.80.10,Eigenvalues,
14366,80.40.10.80.20,Eigenvectors,
14367,80.40.10.80.30,Vector spaces,
14368,80.40.10.90,Polynomials,
14369,80.40.10.90.10,Binomials,
14370,80.40.10.100,Ring theory,
14371,80.40.10.110,Universal algebra,
14372,80.40.20,Applied mathematics,
14373,80.40.20.10,Algorithms,
14374,80.40.20.10.10,Additive linkage algorithm,
14375,80.40.20.10.20,BLAST algorithm,
14376,80.40.20.10.30,Evolutionary algorithms,
14377,80.40.20.10.40,Genetic algorithms,
14379,80.40.20.10.50,Kalman filter,
14380,80.40.20.10.60,Kernel methods,
14382,80.40.20.10.80,Neighbor-joining algorithm,
14383,80.40.20.10.90,Simulated annealing,
14384,80.40.20.20,Decision theory,
14385,80.40.20.30,Finite element analysis,
14386,80.40.20.40,Game theory,
14387,80.40.20.40.10,Dictator game,
14388,80.40.20.40.20,Prisoner's dilemma,
14389,80.40.20.40.30,Public goods game,
14390,80.40.30,Approximation methods,
14391,80.40.40,Arithmetic,
14392,80.40.40.10,Division,
14393,80.40.40.20,Multiplication,
14394,80.40.40.30,Subtraction,
14395,80.40.50,Calculus,
14396,80.40.50.10,Derivatives (calculus),
14397,80.40.50.20,Fractional calculus,
14398,80.40.50.30,Integrals,
14400,80.40.70,Differential equations,
14401,80.40.70.10,Partial differential equations,
14402,80.40.80,Discrete mathematics,
14403,80.40.80.10,Combinatorics,
14404,80.40.80.10.10,Permutation,
14405,80.40.80.20,Computational systems,
14406,80.40.90,Geometry,
14407,80.40.90.10,Aspect ratio,
14408,80.40.90.20,Asymmetry,
14409,80.40.90.30,Computational geometry,
14410,80.40.90.40,Coordinate geometry,
14411,80.40.90.40.10,Cartesian coordinates,
14412,80.40.90.50,Curvature,
14413,80.40.90.60,Differential geometry,
14414,80.40.90.70,Dihedral angles,
14415,80.40.90.80,Ellipses,
14416,80.40.90.90,Ellipsoids,
14417,80.40.90.100,Euclidean geometry,
14418,80.40.90.110,Fractals,
14419,80.40.90.110.10,Sierpinski triangle,
14421,80.40.90.120,Geodesics,
14422,80.40.90.130,Non-Euclidean geometry,
14423,80.40.90.140,Packing density,
14424,80.40.90.150,Parabolas,
14425,80.40.90.160,Perimeters,
14426,80.40.90.170,Polygons,
14427,80.40.90.180,Projective geometry,
14428,80.40.90.190,Radii,
14429,80.40.90.200,Rigidity (mathematics),
14430,80.40.90.210,Surface theory,
14431,80.40.90.220,Symmetry,
14432,80.40.90.230,Tangents,
14433,80.40.90.240,Toroids,
14434,80.40.90.250,Trigonometry,
14439,80.40.120,Mathematical economics,
14440,80.40.120.10,Brouwer fixed-point theorem,
14441,80.40.120.20,Econometrics,
14442,80.40.120.30,General equilibrium model,
14443,80.40.120.40,Hyperplane theorems,
14444,80.40.120.50,Pareto efficiency,
14445,80.40.130,Number theory,
14446,80.40.130.10,Automorphic forms,
14447,80.40.130.20,Continued fractions,
14448,80.40.130.30,Diophantine equations,
14449,80.40.130.40,Generating functions,
14450,80.40.130.50,Number concepts,
14451,80.40.130.60,Real numbers,
14452,80.40.130.70,Riemann hypothesis,
14453,80.40.130.80,Special numbers,
14454,80.40.130.90,Waring's problem,
14455,80.40.140,Numerical analysis,
14456,80.40.140.10,Extrapolation,
14457,80.40.140.20,Interpolation,
14458,80.40.140.30,Numerical integration,
14459,80.40.150,Operator theory,
14460,80.40.150.10,Kernel functions,
14461,80.40.160,Optimization,
14462,80.40.160.10,Random searching,
14463,80.40.170,Probability theory,
14464,80.40.170.10,Bayes theorem,
14465,80.40.170.20,Central limit theorem,
14466,80.40.170.30,Events (probability theory),
14467,80.40.170.40,Law of large numbers,
14468,80.40.170.50,Markov models,
14469,80.40.170.50.10,Hidden Markov models,
14470,80.40.170.60,Markov processes,
14471,80.40.170.70,Probability density,
14472,80.40.170.80,Probability distribution,
14473,80.40.170.80.10,Normal distribution,
14474,80.40.170.80.20,Pareto distribution,
14475,80.40.170.80.30,Skewness,
14476,80.40.170.90,Random variables,
14477,80.40.170.90.10,Arc-related random variables,
14478,80.40.170.90.20,Binomial random variables,
14479,80.40.170.90.30,Chi-squared random variables,
14480,80.40.170.90.40,Covariance,
14481,80.40.170.90.50,Discrete random variables,
14482,80.40.170.90.60,Gaussian random variables,
14483,80.40.170.90.70,L_®vy random variables,
14484,80.40.170.90.80,Multinomial random variables,
14485,80.40.170.90.90,Multivariate random variables,
14486,80.40.170.90.100,Positive random variables,
14487,80.40.170.100,Statistical distributions,
14488,80.40.170.100.10,Distribution curves,
14489,80.40.170.100.20,Statistical dispersion,
14490,80.40.170.100.30,Statistical medians,
14491,80.40.170.110,Stochastic processes,
14492,80.40.170.110.10,Brownian motion,
14493,80.40.180,Statistics (mathematics),
14494,80.40.180.10,Biostatistics,
14495,80.40.180.20,Confidence intervals,
14496,80.40.180.30,Contingency tables,
14499,80.40.180.60,Seasonal variations,
14500,80.40.180.70,Spatial distribution,
14501,80.40.180.80,Statistical data,
14502,80.40.180.90,Statistical methods,
14503,80.40.180.90.10,Analysis of variance,
14505,80.40.180.90.30,Bayesian statistics,
14506,80.40.180.90.40,Change detection,
14507,80.40.180.90.50,Factor analysis,
14508,80.40.180.90.60,Forecasting,
14509,80.40.180.90.70,Generalized linear model,
14510,80.40.180.90.80,Instrumental variable analysis,
14511,80.40.180.90.90,Maximum likelihood estimation,
14512,80.40.180.90.100,Meta-analysis,
14513,80.40.180.90.110,Monte Carlo method,
14514,80.40.180.90.120,Multivariate analysis,
14515,80.40.180.90.120.10,Bivariate analysis,
14516,80.40.180.90.130,Parametric analysis,
14517,80.40.180.90.140,Regression analysis,
14518,80.40.180.90.140.10,Linear regression analysis,
14519,80.40.180.90.150,Shrinkage (statistics),
14520,80.40.180.90.160,Statistical hypothesis testing,
14521,80.40.180.90.160.10,Chi square tests,
14522,80.40.180.90.170,Statistical inference,
14523,80.40.180.90.180,Survival analysis,
14524,80.40.180.90.190,Test statistics,
14525,80.40.180.90.200,Time series analysis,
14526,80.40.180.100,Statistical models,
14527,80.40.180.110,Statistical noise,
14528,80.40.180.110.10,Gaussian noise,
14529,80.40.180.120,Statistical theories,
14530,80.40.180.120.10,Equilibrium statistical theory,
14531,80.40.180.120.20,Scaling theory,
14558,80.40.200,Topology,
14560,80.40.200.20,Cohomology,
14561,80.40.200.30,Knot theory,
14562,80.40.200.40,Manifolds,
14563,80.40.200.50,Topological invariants,
14564,80.40.200.60,Topological spaces,
14565,80.50,Physics,
14566,80.50.10,Acoustics,
14567,80.50.10.10,Acoustic scattering,
14568,80.50.10.20,Acoustic signals,
14569,80.50.10.30,Background noise (acoustics),
14571,80.50.10.50,Echoes,
14572,80.50.10.60,Quiet,
14573,80.50.10.70,Reverberation,
14574,80.50.10.80,Sound pressure,
14575,80.50.10.90,Sound waves,
14601,80.50.30,Atomic physics,
14602,80.50.30.10,Atomic structure,
14603,80.50.30.20,Electron configuration,
14604,80.50.30.20.10,Atomic orbitals,
14605,80.50.30.20.20,Electron shells,
14606,80.50.30.20.30,Molecular orbitals,
14607,80.50.30.20.40,Valence electrons,
14608,80.50.30.20.50,Valence shells,
14609,80.50.30.30,Isolated atoms,
14662,80.50.60,Classical mechanics,
14663,80.50.60.10,Acceleration,
14664,80.50.60.20,Ballistics,
14665,80.50.60.30,Compression,
14666,80.50.60.40,Continuum mechanics,
14667,80.50.60.40.10,Fluid mechanics,
14668,80.50.60.40.10.10,Fluid dynamics,
14669,80.50.60.40.10.10.10,Advection,
14671,80.50.60.40.10.10.30,Bubbles,
14672,80.50.60.40.10.10.40,Drag,
14673,80.50.60.40.10.10.50,Flow field,
14674,80.50.60.40.10.10.60,Flow rate,
14675,80.50.60.40.10.10.70,Fluid flow,
14676,80.50.60.40.10.10.80,Hydrodynamics,
14677,80.50.60.40.10.10.90,Laminar flow,
14678,80.50.60.40.10.10.100,Percolation,
14679,80.50.60.40.10.10.110,Reynolds number,
14680,80.50.60.40.10.10.120,Suction,
14681,80.50.60.40.10.10.130,Turbulence,
14682,80.50.60.40.10.20,Surface tension,
14683,80.50.60.40.20,Rheology,
14684,80.50.60.50,Convection,
14685,80.50.60.60,Damage mechanics,
14686,80.50.60.60.10,Debonding,
14687,80.50.60.60.20,Deformation,
14688,80.50.60.60.20.10,Bending,
14689,80.50.60.60.20.20,Buckling,
14690,80.50.60.60.30,Delamination,
14691,80.50.60.60.40,Failure analysis,
14694,80.50.60.70,Deceleration,
14698,80.50.60.90,Dynamics,
14699,80.50.60.90.10,Aerodynamics,
14700,80.50.60.90.10.10,Air flow,
14701,80.50.60.100,Force,
14702,80.50.60.110,Kinematics,
14703,80.50.60.120,Kinetics,
14704,80.50.60.130,Mechanical energy,
14705,80.50.60.140,Mechanical stress,
14706,80.50.60.140.10,Shear stresses,
14707,80.50.60.140.20,Thermal stresses,
14708,80.50.60.150,Mechanical tension,
14709,80.50.60.160,Momentum,
14710,80.50.60.170,Motion,
14711,80.50.60.170.10,Inertia,
14712,80.50.60.170.10.10,Moment of inertia,
14713,80.50.60.170.20,Newton's laws of motion,
14714,80.50.60.170.30,Torque,
14715,80.50.60.170.40,Velocity,
14716,80.50.60.180,Potential energy,
14717,80.50.60.190,Precession,
14718,80.50.60.200,Pressure,
14719,80.50.60.200.10,High pressure,
14720,80.50.60.200.20,Hydrostatic pressure,
14721,80.50.60.200.30,Osmotic pressure,
14722,80.50.60.200.30.10,Tonicity,
14723,80.50.60.200.30.10.10,Hypertonic,
14724,80.50.60.200.30.10.20,Hypotonic,
14725,80.50.60.200.30.10.30,Isotonic,
14726,80.50.60.200.40,Partial pressure,
14727,80.50.60.200.50,Vapor pressure,
14728,80.50.60.210,Reflection,
14729,80.50.60.220,Solid mechanics,
14730,80.50.60.230,Statics,
14731,80.50.60.240,Thrust,
14732,80.50.60.250,Vibration,
14733,80.50.70,Condensed matter physics,
14735,80.50.70.20,Buoyancy,
14736,80.50.70.30,Cavitation,
14737,80.50.70.40,Collective excitations,
14738,80.50.70.40.10,Magnons,
14739,80.50.70.40.20,Phonons,
14740,80.50.70.40.30,Plasmons,
14741,80.50.70.50,Condensed matter,
14742,80.50.70.50.10,Solid phases,
14743,80.50.70.60,Electron density,
14744,80.50.70.70,Low-temperature phenomena,
14745,80.50.70.80,Magnetism,
14746,80.50.70.80.10,Magnetic fields,
14747,80.50.70.80.20,Magnetic resonance,
14748,80.50.70.80.30,Nuclear magnetic resonance,
14749,80.50.70.90,Mesoscopic physics,
14750,80.50.70.100,Nucleation,
14751,80.50.70.110,Particle size,
14752,80.50.70.120,Phase transitions,
14753,80.50.70.120.10,Condensation,
14754,80.50.70.120.20,Melting,
14755,80.50.70.120.30,Sublimation,
14756,80.50.70.120.40,Thawing,
14757,80.50.70.120.50,Vaporization,
14758,80.50.70.120.50.10,Boiling,
14759,80.50.70.120.50.20,Evaporation,
14760,80.50.70.130,Quasiparticles,
14761,80.50.70.130.10,Excitons,
14762,80.50.70.130.20,Polaritons,
14763,80.50.70.130.30,Polarons,
14764,80.50.70.140,Solid state physics,
14765,80.50.70.140.10,Crystallography,
14766,80.50.70.140.10.10,Crystal growth,
14768,80.50.70.140.10.30,Crystal polymorphism,
14769,80.50.70.140.10.40,Crystal structure,
14770,80.50.70.140.10.40.10,Crystal lattices,
14771,80.50.70.140.10.40.20,Mosaic structures,
14772,80.50.70.150,Surface energy,
14773,80.50.80,Doppler effect,
14774,80.50.80.10,Blueshift,
14775,80.50.80.20,Redshift,
14776,80.50.90,Econophysics,
14777,80.50.100,Electricity,
14778,80.50.100.10,Electrical anisotrophy,
14779,80.50.100.20,Electrical discharges,
14780,80.50.100.30,Electrical impedance,
14781,80.50.100.40,Electrical resistance,
14782,80.50.100.50,Electric conductivity,
14783,80.50.100.60,Electric field,
14784,80.50.100.70,Electromagnetics,
14785,80.50.100.80,Electrostatics,
14786,80.50.100.90,Ferroelectrics,
14787,80.50.100.100,Piezoelectricity,
14788,80.50.100.110,Voltage,
14789,80.50.110,Electromagnetic radiation,
14790,80.50.110.10,Absorption spectra,
14791,80.50.110.20,Electromagnetic interference,
14792,80.50.110.30,Gamma rays,
14793,80.50.110.40,Infrared radiation,
14794,80.50.110.50,Light,
14795,80.50.110.50.10,Light pulses,
14796,80.50.110.50.20,Light scattering,
14797,80.50.110.50.30,Sunlight,
14798,80.50.110.50.40,Ultraviolet radiation,
14799,80.50.110.50.40.10,Deep ultraviolet,
14800,80.50.110.50.40.20,Extreme ultraviolet,
14801,80.50.110.50.40.30,Far ultraviolet,
14802,80.50.110.50.40.40,Low ultraviolet,
14803,80.50.110.50.40.50,Super ultraviolet,
14804,80.50.110.50.40.60,Ultraviolet A,
14805,80.50.110.50.40.70,Ultraviolet B,
14806,80.50.110.50.40.80,Ultraviolet C,
14807,80.50.110.50.40.90,Vacuum ultraviolet,
14808,80.50.110.50.50,Visible light,
14809,80.50.110.50.50.10,Luminance,
14810,80.50.110.50.50.20,White light,
14811,80.50.110.60,Luminescence,
14812,80.50.110.60.10,Bioluminescence,
14813,80.50.110.60.20,Chemiluminescence,
14814,80.50.110.60.30,Fluorescence,
14815,80.50.110.60.40,Phosphorescence,
14816,80.50.110.70,Microbeams,
14817,80.50.110.80,Microwave radiation,
14818,80.50.110.90,Polarimetry,
14819,80.50.110.110,Radio waves,
14820,80.50.110.120,Scintillation (physics),
14821,80.50.110.140,Synchrotron radiation,
14822,80.50.110.150,X-radiation,
14823,80.50.120,Electromagnetism,
14824,80.50.120.10,Dipole moments,
14825,80.50.120.20,Electromagnetic fields,
14826,80.50.130,Energy transfer,
14853,80.50.150,Gravitation,
14854,80.50.150.10,Artificial gravity,
14855,80.50.150.20,General relativity,
14856,80.50.150.20.10,Numerical relativity,
14858,80.50.150.40,Quantum gravity,
14859,80.50.160,High-energy physics,
14860,80.50.170,High-pressure physics,
14861,80.50.180,Interdisciplinary physics,
14862,80.50.190,Mass transfer,
14872,80.50.210,Mathematical physics,
14873,80.50.210.10,Equations of motion,
14875,80.50.230,Nuclear physics,
14877,80.50.230.20,Nuclear fission,
14878,80.50.230.30,Nuclear fusion,
14879,80.50.230.40,Nuclear power,
14880,80.50.230.50,Nucleons,
14881,80.50.230.50.10,Neutrons,
14882,80.50.230.50.20,Protons,
14883,80.50.230.60,Radiation,
14884,80.50.230.60.10,Alpha radiation,
14885,80.50.230.60.20,Beta radiation,
14886,80.50.230.60.30,Gamma radiation,
14887,80.50.230.60.40,Ionizing radiation,
14889,80.50.230.80,Radiometry,
14890,80.50.230.90,Radionuclide generators,
14891,80.50.240,Optics,
14892,80.50.240.10,Focal planes,
14893,80.50.240.20,Holography,
14894,80.50.240.20.10,Electron holography,
14895,80.50.240.20.20,Holograms,
14896,80.50.240.30,Numerical aperture,
14897,80.50.240.40,Total internal reflection,
14898,80.50.250,Particle physics,
14899,80.50.250.10,Antimatter,
14901,80.50.250.30,Charge carriers,
14906,80.50.250.50,Colliders,
14907,80.50.250.60,Composite particles,
14908,80.50.250.60.10,Atomic nuclei,
14909,80.50.250.60.20,Atoms,
14910,80.50.250.60.20.10,Isotopes,
14911,80.50.250.60.20.10.10,Deuterium,
14912,80.50.250.60.20.10.20,Stable isotopes,
14913,80.50.250.60.30,Baryons,
14914,80.50.250.60.40,Hadrons,
14915,80.50.250.60.50,Mesons,
14916,80.50.250.70,Electric charge,
14917,80.50.250.80,Elementary particle interactions,
14918,80.50.250.80.10,Fundamental interactions,
14919,80.50.250.80.10.10,Electroweak interaction,
14920,80.50.250.80.10.20,Strong interaction,
14921,80.50.250.80.10.30,Super-strong interaction,
14922,80.50.250.80.10.40,Super-weak interaction,
14923,80.50.250.80.10.50,Weak interaction,
14924,80.50.250.90,Elementary particles,
14925,80.50.250.90.10,Antiparticles,
14926,80.50.250.90.10.10,Antielectrons,
14927,80.50.250.90.10.20,Antileptons,
14928,80.50.250.90.10.30,Antimuons,
14929,80.50.250.90.10.40,Antineutrinos,
14930,80.50.250.90.10.40.10,Electron antineutrinos,
14931,80.50.250.90.10.40.20,Muon antineutrinos,
14932,80.50.250.90.10.40.30,Tauon antineutrinos,
14933,80.50.250.90.10.50,Antiquarks,
14934,80.50.250.90.10.50.10,Bottom antiquarks,
14935,80.50.250.90.10.50.20,Charm antiquarks,
14936,80.50.250.90.10.50.30,Down antiquarks,
14937,80.50.250.90.10.50.40,Strange antiquarks,
14938,80.50.250.90.10.50.50,Top antiquarks,
14939,80.50.250.90.10.50.60,Up antiquarks,
14940,80.50.250.90.10.60,Antitauons,
14941,80.50.250.90.20,Bosons,
14942,80.50.250.90.20.10,Elementary bosons,
14943,80.50.250.90.20.20,Gauge bosons,
14944,80.50.250.90.20.30,Higgs bosons,
14945,80.50.250.90.20.40,W bosons,
14946,80.50.250.90.20.50,Z bosons,
14947,80.50.250.90.30,Electrons,
14948,80.50.250.90.40,Fermions,
14953,80.50.250.90.50,Gluons,
14954,80.50.250.90.60,Leptons,
14955,80.50.250.90.70,Muons,
14956,80.50.250.90.80,Neutrinos,
14957,80.50.250.90.80.10,Electron neutrinos,
14958,80.50.250.90.80.20,Muon neutrinos,
14959,80.50.250.90.80.30,Tauon neutrinos,
14960,80.50.250.90.90,Photons,
14961,80.50.250.90.100,Quarks,
14962,80.50.250.90.100.10,Bottom quarks,
14963,80.50.250.90.100.20,Charm quarks,
14964,80.50.250.90.100.30,Down quarks,
14965,80.50.250.90.100.40,Strange quarks,
14966,80.50.250.90.100.50,Top quarks,
14967,80.50.250.90.100.60,Up quarks,
14968,80.50.250.90.110,Tauons,
14969,80.50.250.100,Neutron scattering,
14970,80.50.250.110,Particle spin,
14971,80.50.250.120,String theory,
14972,80.50.250.120.10,Superstring theory,
14973,80.50.250.130,Supersymmetry,
14975,80.50.260,Physical laws and principles,
14976,80.50.260.10,Conservation of energy,
14977,80.50.260.20,Conservation of mass,
14978,80.50.260.30,Conservation of momentum,
14979,80.50.270,Physical properties,
14981,80.50.280,Physical systems analysis,
14982,80.50.290,Quantum mechanics,
14984,80.50.290.20,Perturbation theory,
14985,80.50.290.30,Quantum chromodynamics,
14987,80.50.290.40,Quantum confinement effect,
14988,80.50.290.50,Quantum electrodynamics,
