code,subject_area
10.180.260.60.20.10.40,Rett syndrome
10.330.90,Emotions
10.330.90.10,Anxiety
10.330.90.20,Fear
10.330.100,Experimental psychology
10.330.110,Human relations
10.330.110.10,Interpersonal relationships
10.240.220,Neuropsychology
10.240.40.10.20,Neuropsychological testing
10.330.130,Pain psychology
10.330.140,Personality
10.330.140.10,Personality differences
10.330.140.20,Personality traits
10.240.50.40.100,Priming (psychology)
10.330.160,Psychological defense mechanisms
10.330.170,Psychological stress
10.330.180,Psychometrics
10.330.180.10,Achievement tests
10.330.180.20,Aptitude tests
10.330.180.30,Intelligence tests
10.330.180.40,Personality tests
10.330.180.50,Projective tests
10.330.180.60,Psychomotor tests
10.240.260.80,Psychophysics
10.240.260.80.10,Psychoacoustics
10.330.200,Relaxation (psychology)
10.240.260,Sensory perception
10.240.260.10,Hallucinations
10.240.260.20,Hearing
10.240.260.20.10,Pitch perception
10.240.50.40.80.10,Music perception
10.240.260.40,Nociception
10.240.260.50,Parapsychology
10.240.260.60,Proprioception
10.240.260.70,Pruritus
10.240.260.80,Psychophysics
10.240.260.80.10,Psychoacoustics
10.240.260.90,Sensory cues
10.240.260.100,Sensory deprivation
10.110.250.170,Sensory receptors
10.110.250.170.10,Mechanoreceptors
10.110.250.170.20,Nociceptors
10.110.250.170.30,Taste buds
10.240.260.120,Smell
10.240.260.130,Touch
10.240.260.140,Vision
10.240.260.140.10,Binocular vision
10.240.260.140.20,Color vision
10.240.260.140.30,Monocular vision
10.240.260.140.40,Phototransduction
10.240.260.140.50,Visual acuity
10.240.260.140.60,Visual pathways
10.240.260.140.70,Visual signals
10.240.270,Sensory systems
10.240.270.10,Auditory system
10.20.50.20,Auditory cortex
10.240.270.10.20,Auditory pathway
10.240.270.10.30,Echolocation
10.240.270.20,Gustatory system
10.240.270.30,Olfactory system
10.240.270.40,Somatosensory system
10.240.270.40.10,Pain sensation
10.240.270.40.20,Tactile sensation
10.240.270.40.30,Thermoception
10.240.270.50,Visual system
10.240.270.50.10,Eye movements
10.330.230,Sexual identity
10.330.230.10,Bisexuality
10.330.230.20,Heterosexuality
10.330.230.30,Homosexuality
10.330.230.40,Transsexualism
10.330.240,Social psychology
110.100,Sociology
110.100.10,Communications
110.100.10.10,Marketing
110.100.10.10.10,Advertising
110.100.10.20,Mass media
110.100.10.20.10,Encyclopedias
110.100.10.20.10.10,Online encyclopedias
110.100.10.20.20,Journalism
110.100.10.20.30,Magazines
110.100.10.30,Media studies
10.330.20.30,Propaganda
110.100.10.50,Semiotics
110.100.10.50.10,Sign systems
110.100.10.50.20,Vexillology
110.100.10.60,Social communication
110.100.20,Computational sociology
110.100.30,Consortia
110.100.40,Criminology
110.100.40.10,Crime
110.100.40.10.10,Assault
60.360.20,Child abuse
110.100.40.10.30,Delinquency
110.100.40.10.40,Embezzlement
110.100.40.10.50,Hijacking
110.100.40.10.60,Homicide
110.100.40.10.70,Rape and sexual assault
110.100.40.10.80,Theft
110.100.40.10.90,Violent crime
110.100.40.10.90.10,Domestic violence
110.100.40.10.90.20,Intimate partner violence
70.30.50.160,Police
110.100.40.30,Policing
110.100.40.40,Terrorism
110.100.50,Culture
110.100.50.10,Cross-cultural studies
110.100.50.30,Cultural resources
110.100.60,Education
110.100.60.10,Educational attainment
110.100.60.20,Home education
110.100.60.30,Lectures
60.220.40,Medical education
60.220.40.10,Continuing medical education
110.100.60.50,Pedagogy
110.100.60.60,Schools
110.100.60.60.10,Colleges
110.100.60.60.20,Universities
100.60,Science education
100.60.10,Science fairs
110.100.60.80,Symposia
110.100.60.90,Teaching methods
110.100.60.90.10,Programmed instruction
110.100.60.100,Textbooks
110.100.60.110,Training (education)
110.100.60.110.10,Adaptive training
110.100.60.110.20,Flight training
110.100.60.110.30,Individualized training
110.100.60.110.40,Industrial training
110.100.60.110.50,Job training
110.100.60.110.60,Leadership training
110.100.60.110.70,Management training
110.100.60.110.80,Retraining
110.100.60.120,Workshops
110.100.70,Families and family members
110.100.70.10,Human families
110.100.80,Population mobility
110.10.10.110,Religion
110.100.100,Sexual and gender issues
110.100.100.10,Female genital mutilation
110.100.100.20,Gender discrimination
110.100.100.30,Sex work
110.100.110,Social discrimination
110.100.100.20,Gender discrimination
110.100.110.20,Racial discrimination
110.100.120,Social mobility
20.260.90,Social networks
110.100.140,Social policy
110.100.150,Social research
110.100.160,Social stratification
110.100.160.10,Socially disadvantaged people
110.100.170,Social systems
110.100.180,Social theory
110.100.190,Social welfare
110.80.140.40,Welfare (social security)
110.100.200,Sociology of knowledge
110.100.210,Sociometry
10,Biology and life sciences
10.10,Agriculture
10.10.10,Agricultural biotechnology
10.10.10.10,Genetically modified organisms
10.10.10.10.10,Genetically modified animals
10.10.10.10.20,Genetically modified plants
10.10.10.10.20.10,Genetically modified crops
10.10.10.20,Marker-assisted selection
10.10.20,Agricultural economics
10.10.20.10,Income supports
10.10.20.20,Marketing cartels
10.10.20.30,Output ceilings
10.10.20.40,Price controls
10.10.30,Agricultural methods
10.10.30.10,Agricultural irrigation
10.10.30.10.10,Drip irrigation
10.10.30.10.20,Lift irrigation
10.10.30.10.30,Surface irrigation
10.10.30.10.40,Tidal irrigation
10.10.30.20,High-input farming
10.10.30.30,Intercropping
10.10.30.40,Monoculture cropping
10.10.30.50,No-till farming
10.10.30.60,Organic farming
10.10.30.70,Slash-and-burn cultivation
10.10.30.80,Sustainable agriculture
10.10.40,Agricultural production
10.10.50,Agricultural soil science
10.10.60,Agrochemicals
10.10.60.10,Fertilizers
10.10.60.20,Fungicides
10.10.60.30,Herbicides
10.10.60.40,Insecticides
10.10.60.40.10,Biological insecticides
10.10.60.40.20,DDT
10.10.60.40.30,Dieldrin
10.10.60.50,Pesticides
10.10.60.50.10,Larvicides
10.10.70,Agroecology
10.10.70.10,Agroforests
10.10.70.20,Agronomic ecology
10.10.70.30,Agro-population ecology
10.10.70.40,Colony collapse
10.10.70.50,Ecological political economy
10.10.70.60,Holon agroecology
10.10.80,Agronomy
10.10.80.10,Horticulture
10.10.80.10.10,Greenhouses
10.10.80.10.20,Planting
10.10.80.20,Plant breeding
10.10.80.30,Plant products
10.10.80.30.10,Biofuel feedstocks
10.10.80.30.20,Cotton
10.10.80.30.30,Straw
10.10.80.30.40,Timber
10.10.80.30.50,Vegetable oils
10.10.90,Animal management
10.10.90.10,Animal breeding
10.10.90.20,Animal husbandry
10.10.90.30,Animal performance
10.10.90.40,Animal production
10.10.90.50,Animal slaughter
10.10.90.60,Animal welfare
10.10.100,Animal products
10.10.100.10,Fur
10.10.100.20,Gelatin
10.10.100.30,Honey
10.10.100.40,Leather
10.10.100.50,Meat
10.10.100.50.10,Beef
10.10.100.50.20,Ham
10.10.100.50.30,Pork
10.10.100.60,Pearls
10.10.100.70,Silk
10.10.100.80,Wool
10.10.110,Aquaculture
10.10.110.10,Algaculture
10.10.110.20,Fish farming
10.10.110.20.10,Fisheries
10.10.110.30,Mariculture
10.10.110.40,Oyster farming
10.10.110.50,Sea urchin aquaculture
10.10.110.60,Shrimp farming
10.10.120,Crop science
10.10.120.10,Crop diseases
10.10.120.20,Crop management
10.10.120.30,Crops
10.10.120.30.10,Cereal crops
10.10.120.30.10.10,Barley
10.10.120.30.10.20,Buckwheat
10.10.120.30.10.30,Fonio
10.10.120.30.10.40,Maize
10.10.120.30.10.50,Millet
10.10.120.30.10.60,Oat
10.10.120.30.10.70,Quinoa
10.10.120.30.10.80,Rice
10.10.120.30.10.90,Rye
10.10.120.30.10.100,Triticale
10.10.120.30.10.110,Wheat
10.10.120.30.10.110.10,Common wheat
10.10.120.30.10.110.20,Spelt
10.10.120.30.20,Fiber crops
10.10.120.30.20.10,Cotton
10.10.120.30.20.20,Flax
10.10.120.30.20.30,Hemp
10.10.120.30.30,Fruits
10.10.120.30.30.10,Apples
10.10.120.30.30.20,Bananas
10.10.120.30.30.30,Berries
10.10.120.30.30.40,Blueberries
10.10.120.30.30.50,Cherries
10.10.120.30.30.60,Citrus
10.10.120.30.30.70,Figs
10.10.120.30.30.80,Grapes
10.10.120.30.30.90,Lemons
10.10.120.30.30.100,Melons
10.10.120.30.30.110,Olives
10.10.120.30.30.120,Oranges
10.10.120.30.30.130,Papayas
10.10.120.30.30.140,Peaches
10.10.120.30.30.150,Pears
10.10.120.30.30.160,Plums
10.10.120.30.30.170,Tomatoes
10.10.120.30.40,Soybean
10.10.120.30.50,Tobacco
10.10.120.30.60,Vegetables
10.10.120.30.60.10,Broccoli
10.10.120.30.60.20,Carrots
10.10.120.30.60.30,Cauliflower
10.10.120.30.60.40,Cucumber
10.10.120.30.60.50,Lettuce
10.10.120.30.60.60,Onions
10.10.120.30.60.70,Potato
10.10.120.30.60.80,Radish
10.10.120.30.60.90,Spinach
10.10.120.30.60.100,Sweet potato
10.10.120.40,Plant products
10.10.120.40.10,Biofuel feedstocks
10.10.120.40.20,Cotton
10.10.120.40.30,Straw
10.10.120.40.40,Timber
10.10.120.40.50,Vegetable oils
10.10.130,Farms
10.10.130.10,Orchards
10.10.140,Forestry
10.10.140.10,Agroforests
10.10.150,Fungiculture
10.10.160,Livestock
10.10.160.10,Cattle
10.10.160.10.10,Zebus
10.10.160.20,Poultry
10.10.160.20.10,Chickens
10.10.160.20.20,Turkeys
10.10.160.30,Sheep
10.10.160.40,Swine
10.10.170,Pest control
10.10.170.10,Integrated control
10.10.170.20,Pesticides
10.10.170.20.10,Larvicides
10.10.180,Pests
10.10.180.10,Insect pests
10.10.180.10.10,Locusts
10.10.180.10.20,Medfly
10.10.180.10.30,Olive fruit fly
10.10.180.10.40,Weevils
10.20,Anatomy
10.20.10,Abdomen
10.20.10.10,Peritoneum
10.20.10.10.10,Mesentery
10.20.20,Biological tissue
10.20.20.10,Adipose tissue
10.20.20.10.10,Brown adipose tissue
10.20.20.20,Connective tissue
10.20.20.20.10,Bone
10.20.20.20.10.10,Bone density
10.20.20.20.10.20,Bone matrix
10.20.20.20.10.30,Diaphyses
10.20.20.20.10.40,Epiphyses
10.20.20.20.10.50,Growth plate
10.20.20.20.10.60,Osteoclasts
10.20.20.20.10.70,Periosteum
10.20.20.20.20,Cartilage
10.20.20.20.20.10,Articular cartilage
10.20.20.20.20.20,Chondrocytes
10.20.20.20.20.30,Elastic cartilage
10.20.20.20.20.40,Fibrocartilage
10.20.20.20.20.50,Vertebrate cartilage
10.20.20.20.30,Connective tissue cells
10.20.20.20.30.10,Adipocytes
10.20.20.20.30.20,Chondrocytes
10.20.20.20.30.30,Fibroblasts
10.20.20.20.30.40,Mast cells
10.20.20.20.30.50,Odontoblasts
10.20.20.20.30.60,Odontoclasts
10.20.20.20.30.70,Osteoblasts
10.20.20.20.30.70.10,Osteocytes
10.20.20.20.30.80,Osteoclasts
10.20.20.20.30.90,Stromal cells
10.20.20.20.30.100,Theca cells
10.20.20.20.40,Granulation tissue
10.20.20.20.50,Ligaments
10.20.20.20.50.10,Periodontal ligament
10.20.20.20.60,Perichondrium
10.20.20.20.70,Tendons
10.20.20.30,Epithelium
10.20.20.30.10,Epithelial cells
10.20.20.30.10.10,Ameloblasts
10.20.20.30.10.20,Chief cells
10.20.20.30.10.30,Chromatophores
10.20.20.30.10.30.10,Melanocytes
10.20.20.30.10.30.20,Melanophores
10.20.20.30.10.40,Endothelial cells
10.20.20.30.10.50,Enterochromaffin cells
10.20.20.30.10.50.10,Argentaffin cells
10.20.20.30.10.50.20,G cells
10.20.20.30.10.60,Granulosa cells
10.20.20.30.10.70,Keratinocytes
10.20.20.30.10.70.10,Basal cells
10.20.20.30.10.70.20,Prickle cells
10.20.20.30.10.80,Labyrinth supporting cells
10.20.20.30.10.80.10,Claudius cells
10.20.20.30.10.80.20,Deiter's cells
10.20.20.30.10.80.30,Hensen cells
10.20.20.30.10.90,Merkel cells
10.20.20.30.10.100,Paneth cells
10.20.20.30.10.110,Parietal cells
10.20.20.30.10.120,Photocytes
10.20.20.30.10.130,Sertoli cells
10.20.20.30.20,Mucous membranes
10.20.20.40,Ganglia
10.20.20.50,Muscle tissue
10.20.20.50.10,Muscle cells
10.20.20.50.10.10,Myofibrils
10.20.20.50.10.10.10,Sarcomeres
10.20.20.50.10.20,Sarcolemmas
10.20.20.50.10.30,Smooth muscle cells
10.20.20.60,Necrotic tissue
10.20.20.70,Nerve tissue
10.20.20.80,Skin tissue
10.20.20.90,Soft tissues
10.20.20.100,Subcutaneous tissue
10.20.30,Body fluids
10.20.30.10,Amniotic fluid
10.20.30.20,Bile
10.20.30.20.10,Bilirubin
10.20.30.30,Blood
10.20.30.30.10,Alkali denaturation technique
10.20.30.30.20,Blood counts
10.20.30.30.20.10,Hematocrit
10.20.30.30.30,Blood flow
10.20.30.30.40,Blood groups
10.20.30.30.50,Blood plasma
10.20.30.30.60,Blood serum
10.20.30.30.60.10,Immune serum
10.20.30.30.60.20,Serum triglycerides
10.20.30.30.70,Blood sugar
10.20.30.30.80,Blood volume
10.20.30.30.90,Plasma volume
10.20.30.30.100,Platelets
10.20.30.40,Cerebrospinal fluid
10.20.30.50,Fluid physiology
10.20.30.60,Follicular fluid
10.20.30.70,Gastric mucosa
10.20.30.80,Interstitial fluid
10.20.30.90,Lymph
10.20.30.100,Milk
10.20.30.100.10,Breast milk
10.20.30.110,Mucus
10.20.30.110.10,Sputum
10.20.30.120,Nasal mucosa
10.20.30.130,Saliva
10.20.30.140,Semen
10.20.30.150,Sweat
10.20.30.160,Synovial fluid
10.20.30.170,Urine
10.20.40,Bone
10.20.40.10,Bone density
10.20.40.20,Bone matrix
10.20.40.30,Diaphyses
10.20.40.40,Epiphyses
10.20.40.50,Growth plate
10.20.40.60,Osteoclasts
10.20.40.70,Periosteum
10.20.50,Brain
10.20.50.10,Amygdala
10.20.50.20,Auditory cortex
10.20.50.30,Basal ganglia
10.20.50.30.10,Caudate nucleus
10.20.50.40,Brainstem
10.20.50.40.10,Medulla oblongata
10.20.50.40.20,Midbrain
10.20.50.50,Cerebellar cortex
10.20.50.60,Cerebral cortex
10.20.50.60.10,Cerebellar nuclei
10.20.50.60.20,Cerebellum
10.20.50.60.30,Entorhinal cortex
10.20.50.60.40,Frontal lobe
10.20.50.60.50,Occipital lobe
10.20.50.60.60,Parietal lobe
10.20.50.60.70,Temporal lobe
10.20.50.70,Cerebral hemispheres
10.20.50.70.10,Left hemisphere
10.20.50.70.20,Right hemisphere
10.20.50.80,Cerebrum
10.20.50.90,Choroid plexus
10.20.50.100,Cingulate cortex
10.20.50.110,Corpus callosum
10.20.50.120,Diencephalon
10.20.50.130,Fourth ventricle
10.20.50.140,Globus pallidus
10.20.50.150,Hindbrain
10.20.50.160,Hippocampal formation
10.20.50.160.10,Dentate gyrus
10.20.50.170,Hippocampus
10.20.50.180,Hypothalamus
10.20.50.180.10,Arcuate nucleus
10.20.50.190,Inferior colliculus
10.20.50.200,Limbic system
10.20.50.210,Locus coeruleus
10.20.50.220,Motor cortex
10.20.50.230,Neocortex
10.20.50.240,Neostriatum
10.20.50.250,Nucleus accumbens
10.20.50.260,Olfactory bulb
10.20.50.270,Piriform cortex
10.20.50.280,Prefrontal cortex
10.20.50.290,Preoptic area
10.20.50.300,Red nucleus
10.20.50.310,Somatosensory cortex
10.20.50.320,Substantia nigra
10.20.50.330,Superior colliculus
10.20.50.340,Suprachiasmatic nucleus
10.20.50.350,Thalamus
10.20.50.350.10,Thalamic nuclei
10.20.50.360,Ventral tegmental area
10.20.50.370,Visual cortex
10.20.60,Cardiovascular anatomy
10.20.60.10,Blood vessels
10.20.60.10.10,Aorta
10.20.60.10.20,Aortic bifurcation
10.20.60.10.30,Arteries
10.20.60.10.30.10,Arterial bifurcations
10.20.60.10.30.20,Carotid arteries
10.20.60.10.30.30,Carotid body
10.20.60.10.30.40,Cerebral arteries
10.20.60.10.30.50,Common carotid arteries
10.20.60.10.30.60,Coronary arteries
10.20.60.10.30.70,Femoral arteries
10.20.60.10.30.80,Mesenteric arteries
10.20.60.10.30.90,Pulmonary arteries
10.20.60.10.30.100,Renal arteries
10.20.60.10.40,Arterioles
10.20.60.10.50,Capillaries
10.20.60.10.60,Retinal vessels
10.20.60.10.70,Veins
10.20.60.10.70.10,Inferior vena cava
10.20.60.10.70.20,Jugular vein
10.20.60.10.70.30,Portal veins
10.20.60.10.70.40,Umbilical veins
10.20.60.10.80,Venules
10.20.60.20,Endothelium
10.20.60.30,Heart
10.20.60.30.10,Aortic valve
10.20.60.30.20,Endocardium
10.20.60.30.30,Epicardium
10.20.60.30.40,Myocardium
10.20.60.30.50,Pericardium
10.20.60.30.60,Ventricles (heart)
10.20.70,Comparative anatomy
10.20.80,Digestive system
10.20.80.10,Gastrointestinal tract
10.20.80.10.10,Anus
10.20.80.10.20,Cardia
10.20.80.10.30,Cecum
10.20.80.10.40,Colon
10.20.80.10.50,Duodenum
10.20.80.10.60,Esophagus
10.20.80.10.70,Gastric mucosa
10.20.80.10.80,Ileum
10.20.80.10.90,Jejunum
10.20.80.10.100,Large intestine
10.20.80.10.110,Rectum
10.20.80.10.120,Small intestine
10.20.80.10.130,Stomach
10.20.80.20,Mouth
10.20.80.20.10,Lips
10.20.80.20.20,Mandible
10.20.80.20.30,Palate
10.20.80.20.40,Tongue
10.20.80.30,Pharynx
10.20.80.30.10,Nasopharynx
10.20.80.30.20,Oropharynx
10.20.80.40,Salivary glands
10.20.80.40.10,Parotid glands
10.20.80.40.20,Sublingual glands
10.20.80.40.30,Submandibular glands
10.20.80.50,Teeth
10.20.80.50.10,Dental pulp
10.20.80.50.20,Dentin
10.20.80.50.30,Incisors
10.20.80.50.40,Molars
10.20.90,Endocrine system
10.20.90.10,Adrenal cortex
10.20.90.20,Adrenal glands
10.20.90.30,Endocrine cells
10.20.90.40,Endocrine subsystems
10.20.90.50,Pancreas
10.20.90.50.10,Pancreatic ducts
10.20.90.60,Parathyroid
10.20.90.70,Pineal gland
10.20.90.80,Pituitary gland
10.20.90.90,Thyroid
10.20.100,Exocrine glands
10.20.100.10,Mammary glands
